questions,answer,type
Where did CVPR take place in 2024? Give me the exact location only.,"Seattle, Washington",city
"In 2024, where was CVPR held? Give me the exact location only.","Seattle, Washington",city
What was the location of CVPR in 2024? Give me the exact location only.,"Seattle, Washington",city
Where was the venue for CVPR in 2024? Give me the exact location only.,"Seattle, Washington",city
What was the site of CVPR in 2024? Give me the exact location only.,"Seattle, Washington",city
"In 2024, where was CVPR hosted? Give me the exact location only.","Seattle, Washington",city
Where did CVPR occur in 2024? Give me the exact location only.,"Seattle, Washington",city
What venue hosted CVPR in 2024? Give me the exact location only.,"Seattle, Washington",city
Where did CVPR convene in 2024? Give me the exact location only.,"Seattle, Washington",city
What was the location for CVPR in 2024? Give me the exact location only.,"Seattle, Washington",city
CVPR 2024 location Give me the exact location only.,"Seattle, Washington",city
What location accommodated CVPR in 2024? Give me the exact location only.,"Seattle, Washington",city
Where was the place of assembly for CVPR in 2024? Give me the exact location only.,"Seattle, Washington",city
What was the venue of CVPR in 2024? Give me the exact location only.,"Seattle, Washington",city
Give me the venue for 2024 CVPR Give me the exact location only.,"Seattle, Washington",city
Where did CVPR take place in 2023? Give me the exact location only.,"Vancouver, British Columbia",city
"In 2023, where was CVPR held? Give me the exact location only.","Vancouver, British Columbia",city
What was the location of CVPR in 2023? Give me the exact location only.,"Vancouver, British Columbia",city
Where was the venue for CVPR in 2023? Give me the exact location only.,"Vancouver, British Columbia",city
What was the site of CVPR in 2023? Give me the exact location only.,"Vancouver, British Columbia",city
"In 2023, where was CVPR hosted? Give me the exact location only.","Vancouver, British Columbia",city
Where did CVPR occur in 2023? Give me the exact location only.,"Vancouver, British Columbia",city
What venue hosted CVPR in 2023? Give me the exact location only.,"Vancouver, British Columbia",city
Where did CVPR convene in 2023? Give me the exact location only.,"Vancouver, British Columbia",city
What was the location for CVPR in 2023? Give me the exact location only.,"Vancouver, British Columbia",city
CVPR 2023 location Give me the exact location only.,"Vancouver, British Columbia",city
What location accommodated CVPR in 2023? Give me the exact location only.,"Vancouver, British Columbia",city
Where was the place of assembly for CVPR in 2023? Give me the exact location only.,"Vancouver, British Columbia",city
What was the venue of CVPR in 2023? Give me the exact location only.,"Vancouver, British Columbia",city
Give me the venue for 2023 CVPR Give me the exact location only.,"Vancouver, British Columbia",city
Where did CVPR take place in 2022? Give me the exact location only.,"New Orleans, Louisiana",city
"In 2022, where was CVPR held? Give me the exact location only.","New Orleans, Louisiana",city
What was the location of CVPR in 2022? Give me the exact location only.,"New Orleans, Louisiana",city
Where was the venue for CVPR in 2022? Give me the exact location only.,"New Orleans, Louisiana",city
What was the site of CVPR in 2022? Give me the exact location only.,"New Orleans, Louisiana",city
"In 2022, where was CVPR hosted? Give me the exact location only.","New Orleans, Louisiana",city
Where did CVPR occur in 2022? Give me the exact location only.,"New Orleans, Louisiana",city
What venue hosted CVPR in 2022? Give me the exact location only.,"New Orleans, Louisiana",city
Where did CVPR convene in 2022? Give me the exact location only.,"New Orleans, Louisiana",city
What was the location for CVPR in 2022? Give me the exact location only.,"New Orleans, Louisiana",city
CVPR 2022 location Give me the exact location only.,"New Orleans, Louisiana",city
What location accommodated CVPR in 2022? Give me the exact location only.,"New Orleans, Louisiana",city
Where was the place of assembly for CVPR in 2022? Give me the exact location only.,"New Orleans, Louisiana",city
What was the venue of CVPR in 2022? Give me the exact location only.,"New Orleans, Louisiana",city
Give me the venue for 2022 CVPR Give me the exact location only.,"New Orleans, Louisiana",city
Where did CVPR take place in 2021? Give me the exact location only.,"Nashville, Tennessee Virtual/Online due to COVID-19[14]",city
"In 2021, where was CVPR held? Give me the exact location only.","Nashville, Tennessee Virtual/Online due to COVID-19[14]",city
What was the location of CVPR in 2021? Give me the exact location only.,"Nashville, Tennessee Virtual/Online due to COVID-19[14]",city
Where was the venue for CVPR in 2021? Give me the exact location only.,"Nashville, Tennessee Virtual/Online due to COVID-19[14]",city
What was the site of CVPR in 2021? Give me the exact location only.,"Nashville, Tennessee Virtual/Online due to COVID-19[14]",city
"In 2021, where was CVPR hosted? Give me the exact location only.","Nashville, Tennessee Virtual/Online due to COVID-19[14]",city
Where did CVPR occur in 2021? Give me the exact location only.,"Nashville, Tennessee Virtual/Online due to COVID-19[14]",city
What venue hosted CVPR in 2021? Give me the exact location only.,"Nashville, Tennessee Virtual/Online due to COVID-19[14]",city
Where did CVPR convene in 2021? Give me the exact location only.,"Nashville, Tennessee Virtual/Online due to COVID-19[14]",city
What was the location for CVPR in 2021? Give me the exact location only.,"Nashville, Tennessee Virtual/Online due to COVID-19[14]",city
CVPR 2021 location Give me the exact location only.,"Nashville, Tennessee Virtual/Online due to COVID-19[14]",city
What location accommodated CVPR in 2021? Give me the exact location only.,"Nashville, Tennessee Virtual/Online due to COVID-19[14]",city
Where was the place of assembly for CVPR in 2021? Give me the exact location only.,"Nashville, Tennessee Virtual/Online due to COVID-19[14]",city
What was the venue of CVPR in 2021? Give me the exact location only.,"Nashville, Tennessee Virtual/Online due to COVID-19[14]",city
Give me the venue for 2021 CVPR Give me the exact location only.,"Nashville, Tennessee Virtual/Online due to COVID-19[14]",city
Where did CVPR take place in 2020? Give me the exact location only.,"Seattle, Washington Virtual/Online due to COVID-19[15]",city
"In 2020, where was CVPR held? Give me the exact location only.","Seattle, Washington Virtual/Online due to COVID-19[15]",city
What was the location of CVPR in 2020? Give me the exact location only.,"Seattle, Washington Virtual/Online due to COVID-19[15]",city
Where was the venue for CVPR in 2020? Give me the exact location only.,"Seattle, Washington Virtual/Online due to COVID-19[15]",city
What was the site of CVPR in 2020? Give me the exact location only.,"Seattle, Washington Virtual/Online due to COVID-19[15]",city
"In 2020, where was CVPR hosted? Give me the exact location only.","Seattle, Washington Virtual/Online due to COVID-19[15]",city
Where did CVPR occur in 2020? Give me the exact location only.,"Seattle, Washington Virtual/Online due to COVID-19[15]",city
What venue hosted CVPR in 2020? Give me the exact location only.,"Seattle, Washington Virtual/Online due to COVID-19[15]",city
Where did CVPR convene in 2020? Give me the exact location only.,"Seattle, Washington Virtual/Online due to COVID-19[15]",city
What was the location for CVPR in 2020? Give me the exact location only.,"Seattle, Washington Virtual/Online due to COVID-19[15]",city
CVPR 2020 location Give me the exact location only.,"Seattle, Washington Virtual/Online due to COVID-19[15]",city
What location accommodated CVPR in 2020? Give me the exact location only.,"Seattle, Washington Virtual/Online due to COVID-19[15]",city
Where was the place of assembly for CVPR in 2020? Give me the exact location only.,"Seattle, Washington Virtual/Online due to COVID-19[15]",city
What was the venue of CVPR in 2020? Give me the exact location only.,"Seattle, Washington Virtual/Online due to COVID-19[15]",city
Give me the venue for 2020 CVPR Give me the exact location only.,"Seattle, Washington Virtual/Online due to COVID-19[15]",city
Where did CVPR take place in 2019? Give me the exact location only.,"Long Beach, California",city
"In 2019, where was CVPR held? Give me the exact location only.","Long Beach, California",city
What was the location of CVPR in 2019? Give me the exact location only.,"Long Beach, California",city
Where was the venue for CVPR in 2019? Give me the exact location only.,"Long Beach, California",city
What was the site of CVPR in 2019? Give me the exact location only.,"Long Beach, California",city
"In 2019, where was CVPR hosted? Give me the exact location only.","Long Beach, California",city
Where did CVPR occur in 2019? Give me the exact location only.,"Long Beach, California",city
What venue hosted CVPR in 2019? Give me the exact location only.,"Long Beach, California",city
Where did CVPR convene in 2019? Give me the exact location only.,"Long Beach, California",city
What was the location for CVPR in 2019? Give me the exact location only.,"Long Beach, California",city
CVPR 2019 location Give me the exact location only.,"Long Beach, California",city
What location accommodated CVPR in 2019? Give me the exact location only.,"Long Beach, California",city
Where was the place of assembly for CVPR in 2019? Give me the exact location only.,"Long Beach, California",city
What was the venue of CVPR in 2019? Give me the exact location only.,"Long Beach, California",city
Give me the venue for 2019 CVPR Give me the exact location only.,"Long Beach, California",city
Where did CVPR take place in 2018? Give me the exact location only.,"Salt Lake City, Utah",city
"In 2018, where was CVPR held? Give me the exact location only.","Salt Lake City, Utah",city
What was the location of CVPR in 2018? Give me the exact location only.,"Salt Lake City, Utah",city
Where was the venue for CVPR in 2018? Give me the exact location only.,"Salt Lake City, Utah",city
What was the site of CVPR in 2018? Give me the exact location only.,"Salt Lake City, Utah",city
"In 2018, where was CVPR hosted? Give me the exact location only.","Salt Lake City, Utah",city
Where did CVPR occur in 2018? Give me the exact location only.,"Salt Lake City, Utah",city
What venue hosted CVPR in 2018? Give me the exact location only.,"Salt Lake City, Utah",city
Where did CVPR convene in 2018? Give me the exact location only.,"Salt Lake City, Utah",city
What was the location for CVPR in 2018? Give me the exact location only.,"Salt Lake City, Utah",city
CVPR 2018 location Give me the exact location only.,"Salt Lake City, Utah",city
What location accommodated CVPR in 2018? Give me the exact location only.,"Salt Lake City, Utah",city
Where was the place of assembly for CVPR in 2018? Give me the exact location only.,"Salt Lake City, Utah",city
What was the venue of CVPR in 2018? Give me the exact location only.,"Salt Lake City, Utah",city
Give me the venue for 2018 CVPR Give me the exact location only.,"Salt Lake City, Utah",city
Where did CVPR take place in 2017? Give me the exact location only.,"Honolulu, Hawaii",city
"In 2017, where was CVPR held? Give me the exact location only.","Honolulu, Hawaii",city
What was the location of CVPR in 2017? Give me the exact location only.,"Honolulu, Hawaii",city
Where was the venue for CVPR in 2017? Give me the exact location only.,"Honolulu, Hawaii",city
What was the site of CVPR in 2017? Give me the exact location only.,"Honolulu, Hawaii",city
"In 2017, where was CVPR hosted? Give me the exact location only.","Honolulu, Hawaii",city
Where did CVPR occur in 2017? Give me the exact location only.,"Honolulu, Hawaii",city
What venue hosted CVPR in 2017? Give me the exact location only.,"Honolulu, Hawaii",city
Where did CVPR convene in 2017? Give me the exact location only.,"Honolulu, Hawaii",city
What was the location for CVPR in 2017? Give me the exact location only.,"Honolulu, Hawaii",city
CVPR 2017 location Give me the exact location only.,"Honolulu, Hawaii",city
What location accommodated CVPR in 2017? Give me the exact location only.,"Honolulu, Hawaii",city
Where was the place of assembly for CVPR in 2017? Give me the exact location only.,"Honolulu, Hawaii",city
What was the venue of CVPR in 2017? Give me the exact location only.,"Honolulu, Hawaii",city
Give me the venue for 2017 CVPR Give me the exact location only.,"Honolulu, Hawaii",city
Where did CVPR take place in 2016? Give me the exact location only.,"Las Vegas, Nevada",city
"In 2016, where was CVPR held? Give me the exact location only.","Las Vegas, Nevada",city
What was the location of CVPR in 2016? Give me the exact location only.,"Las Vegas, Nevada",city
Where was the venue for CVPR in 2016? Give me the exact location only.,"Las Vegas, Nevada",city
What was the site of CVPR in 2016? Give me the exact location only.,"Las Vegas, Nevada",city
"In 2016, where was CVPR hosted? Give me the exact location only.","Las Vegas, Nevada",city
Where did CVPR occur in 2016? Give me the exact location only.,"Las Vegas, Nevada",city
What venue hosted CVPR in 2016? Give me the exact location only.,"Las Vegas, Nevada",city
Where did CVPR convene in 2016? Give me the exact location only.,"Las Vegas, Nevada",city
What was the location for CVPR in 2016? Give me the exact location only.,"Las Vegas, Nevada",city
CVPR 2016 location Give me the exact location only.,"Las Vegas, Nevada",city
What location accommodated CVPR in 2016? Give me the exact location only.,"Las Vegas, Nevada",city
Where was the place of assembly for CVPR in 2016? Give me the exact location only.,"Las Vegas, Nevada",city
What was the venue of CVPR in 2016? Give me the exact location only.,"Las Vegas, Nevada",city
Give me the venue for 2016 CVPR Give me the exact location only.,"Las Vegas, Nevada",city
Where did CVPR take place in 2015? Give me the exact location only.,"Boston, Massachusetts",city
"In 2015, where was CVPR held? Give me the exact location only.","Boston, Massachusetts",city
What was the location of CVPR in 2015? Give me the exact location only.,"Boston, Massachusetts",city
Where was the venue for CVPR in 2015? Give me the exact location only.,"Boston, Massachusetts",city
What was the site of CVPR in 2015? Give me the exact location only.,"Boston, Massachusetts",city
"In 2015, where was CVPR hosted? Give me the exact location only.","Boston, Massachusetts",city
Where did CVPR occur in 2015? Give me the exact location only.,"Boston, Massachusetts",city
What venue hosted CVPR in 2015? Give me the exact location only.,"Boston, Massachusetts",city
Where did CVPR convene in 2015? Give me the exact location only.,"Boston, Massachusetts",city
What was the location for CVPR in 2015? Give me the exact location only.,"Boston, Massachusetts",city
CVPR 2015 location Give me the exact location only.,"Boston, Massachusetts",city
What location accommodated CVPR in 2015? Give me the exact location only.,"Boston, Massachusetts",city
Where was the place of assembly for CVPR in 2015? Give me the exact location only.,"Boston, Massachusetts",city
What was the venue of CVPR in 2015? Give me the exact location only.,"Boston, Massachusetts",city
Give me the venue for 2015 CVPR Give me the exact location only.,"Boston, Massachusetts",city
Where did CVPR take place in 2014? Give me the exact location only.,"Columbus, Ohio",city
"In 2014, where was CVPR held? Give me the exact location only.","Columbus, Ohio",city
What was the location of CVPR in 2014? Give me the exact location only.,"Columbus, Ohio",city
Where was the venue for CVPR in 2014? Give me the exact location only.,"Columbus, Ohio",city
What was the site of CVPR in 2014? Give me the exact location only.,"Columbus, Ohio",city
"In 2014, where was CVPR hosted? Give me the exact location only.","Columbus, Ohio",city
Where did CVPR occur in 2014? Give me the exact location only.,"Columbus, Ohio",city
What venue hosted CVPR in 2014? Give me the exact location only.,"Columbus, Ohio",city
Where did CVPR convene in 2014? Give me the exact location only.,"Columbus, Ohio",city
What was the location for CVPR in 2014? Give me the exact location only.,"Columbus, Ohio",city
CVPR 2014 location Give me the exact location only.,"Columbus, Ohio",city
What location accommodated CVPR in 2014? Give me the exact location only.,"Columbus, Ohio",city
Where was the place of assembly for CVPR in 2014? Give me the exact location only.,"Columbus, Ohio",city
What was the venue of CVPR in 2014? Give me the exact location only.,"Columbus, Ohio",city
Give me the venue for 2014 CVPR Give me the exact location only.,"Columbus, Ohio",city
Where did CVPR take place in 2013? Give me the exact location only.,"Portland, Oregon",city
"In 2013, where was CVPR held? Give me the exact location only.","Portland, Oregon",city
What was the location of CVPR in 2013? Give me the exact location only.,"Portland, Oregon",city
Where was the venue for CVPR in 2013? Give me the exact location only.,"Portland, Oregon",city
What was the site of CVPR in 2013? Give me the exact location only.,"Portland, Oregon",city
"In 2013, where was CVPR hosted? Give me the exact location only.","Portland, Oregon",city
Where did CVPR occur in 2013? Give me the exact location only.,"Portland, Oregon",city
What venue hosted CVPR in 2013? Give me the exact location only.,"Portland, Oregon",city
Where did CVPR convene in 2013? Give me the exact location only.,"Portland, Oregon",city
What was the location for CVPR in 2013? Give me the exact location only.,"Portland, Oregon",city
CVPR 2013 location Give me the exact location only.,"Portland, Oregon",city
What location accommodated CVPR in 2013? Give me the exact location only.,"Portland, Oregon",city
Where was the place of assembly for CVPR in 2013? Give me the exact location only.,"Portland, Oregon",city
What was the venue of CVPR in 2013? Give me the exact location only.,"Portland, Oregon",city
Give me the venue for 2013 CVPR Give me the exact location only.,"Portland, Oregon",city
Where did CVPR take place in 2012? Give me the exact location only.,"Providence, Rhode Island",city
"In 2012, where was CVPR held? Give me the exact location only.","Providence, Rhode Island",city
What was the location of CVPR in 2012? Give me the exact location only.,"Providence, Rhode Island",city
Where was the venue for CVPR in 2012? Give me the exact location only.,"Providence, Rhode Island",city
What was the site of CVPR in 2012? Give me the exact location only.,"Providence, Rhode Island",city
"In 2012, where was CVPR hosted? Give me the exact location only.","Providence, Rhode Island",city
Where did CVPR occur in 2012? Give me the exact location only.,"Providence, Rhode Island",city
What venue hosted CVPR in 2012? Give me the exact location only.,"Providence, Rhode Island",city
Where did CVPR convene in 2012? Give me the exact location only.,"Providence, Rhode Island",city
What was the location for CVPR in 2012? Give me the exact location only.,"Providence, Rhode Island",city
CVPR 2012 location Give me the exact location only.,"Providence, Rhode Island",city
What location accommodated CVPR in 2012? Give me the exact location only.,"Providence, Rhode Island",city
Where was the place of assembly for CVPR in 2012? Give me the exact location only.,"Providence, Rhode Island",city
What was the venue of CVPR in 2012? Give me the exact location only.,"Providence, Rhode Island",city
Give me the venue for 2012 CVPR Give me the exact location only.,"Providence, Rhode Island",city
Where did CVPR take place in 2011? Give me the exact location only.,"Colorado Springs, Colorado",city
"In 2011, where was CVPR held? Give me the exact location only.","Colorado Springs, Colorado",city
What was the location of CVPR in 2011? Give me the exact location only.,"Colorado Springs, Colorado",city
Where was the venue for CVPR in 2011? Give me the exact location only.,"Colorado Springs, Colorado",city
What was the site of CVPR in 2011? Give me the exact location only.,"Colorado Springs, Colorado",city
"In 2011, where was CVPR hosted? Give me the exact location only.","Colorado Springs, Colorado",city
Where did CVPR occur in 2011? Give me the exact location only.,"Colorado Springs, Colorado",city
What venue hosted CVPR in 2011? Give me the exact location only.,"Colorado Springs, Colorado",city
Where did CVPR convene in 2011? Give me the exact location only.,"Colorado Springs, Colorado",city
What was the location for CVPR in 2011? Give me the exact location only.,"Colorado Springs, Colorado",city
CVPR 2011 location Give me the exact location only.,"Colorado Springs, Colorado",city
What location accommodated CVPR in 2011? Give me the exact location only.,"Colorado Springs, Colorado",city
Where was the place of assembly for CVPR in 2011? Give me the exact location only.,"Colorado Springs, Colorado",city
What was the venue of CVPR in 2011? Give me the exact location only.,"Colorado Springs, Colorado",city
Give me the venue for 2011 CVPR Give me the exact location only.,"Colorado Springs, Colorado",city
Where did CVPR take place in 2010? Give me the exact location only.,"San Francisco, California",city
"In 2010, where was CVPR held? Give me the exact location only.","San Francisco, California",city
What was the location of CVPR in 2010? Give me the exact location only.,"San Francisco, California",city
Where was the venue for CVPR in 2010? Give me the exact location only.,"San Francisco, California",city
What was the site of CVPR in 2010? Give me the exact location only.,"San Francisco, California",city
"In 2010, where was CVPR hosted? Give me the exact location only.","San Francisco, California",city
Where did CVPR occur in 2010? Give me the exact location only.,"San Francisco, California",city
What venue hosted CVPR in 2010? Give me the exact location only.,"San Francisco, California",city
Where did CVPR convene in 2010? Give me the exact location only.,"San Francisco, California",city
What was the location for CVPR in 2010? Give me the exact location only.,"San Francisco, California",city
CVPR 2010 location Give me the exact location only.,"San Francisco, California",city
What location accommodated CVPR in 2010? Give me the exact location only.,"San Francisco, California",city
Where was the place of assembly for CVPR in 2010? Give me the exact location only.,"San Francisco, California",city
What was the venue of CVPR in 2010? Give me the exact location only.,"San Francisco, California",city
Give me the venue for 2010 CVPR Give me the exact location only.,"San Francisco, California",city
Where did CVPR take place in 2009? Give me the exact location only.,"Miami, Florida",city
"In 2009, where was CVPR held? Give me the exact location only.","Miami, Florida",city
What was the location of CVPR in 2009? Give me the exact location only.,"Miami, Florida",city
Where was the venue for CVPR in 2009? Give me the exact location only.,"Miami, Florida",city
What was the site of CVPR in 2009? Give me the exact location only.,"Miami, Florida",city
"In 2009, where was CVPR hosted? Give me the exact location only.","Miami, Florida",city
Where did CVPR occur in 2009? Give me the exact location only.,"Miami, Florida",city
What venue hosted CVPR in 2009? Give me the exact location only.,"Miami, Florida",city
Where did CVPR convene in 2009? Give me the exact location only.,"Miami, Florida",city
What was the location for CVPR in 2009? Give me the exact location only.,"Miami, Florida",city
CVPR 2009 location Give me the exact location only.,"Miami, Florida",city
What location accommodated CVPR in 2009? Give me the exact location only.,"Miami, Florida",city
Where was the place of assembly for CVPR in 2009? Give me the exact location only.,"Miami, Florida",city
What was the venue of CVPR in 2009? Give me the exact location only.,"Miami, Florida",city
Give me the venue for 2009 CVPR Give me the exact location only.,"Miami, Florida",city
Where did CVPR take place in 2008? Give me the exact location only.,"Anchorage, Alaska",city
"In 2008, where was CVPR held? Give me the exact location only.","Anchorage, Alaska",city
What was the location of CVPR in 2008? Give me the exact location only.,"Anchorage, Alaska",city
Where was the venue for CVPR in 2008? Give me the exact location only.,"Anchorage, Alaska",city
What was the site of CVPR in 2008? Give me the exact location only.,"Anchorage, Alaska",city
"In 2008, where was CVPR hosted? Give me the exact location only.","Anchorage, Alaska",city
Where did CVPR occur in 2008? Give me the exact location only.,"Anchorage, Alaska",city
What venue hosted CVPR in 2008? Give me the exact location only.,"Anchorage, Alaska",city
Where did CVPR convene in 2008? Give me the exact location only.,"Anchorage, Alaska",city
What was the location for CVPR in 2008? Give me the exact location only.,"Anchorage, Alaska",city
CVPR 2008 location Give me the exact location only.,"Anchorage, Alaska",city
What location accommodated CVPR in 2008? Give me the exact location only.,"Anchorage, Alaska",city
Where was the place of assembly for CVPR in 2008? Give me the exact location only.,"Anchorage, Alaska",city
What was the venue of CVPR in 2008? Give me the exact location only.,"Anchorage, Alaska",city
Give me the venue for 2008 CVPR Give me the exact location only.,"Anchorage, Alaska",city
Where did CVPR take place in 2007? Give me the exact location only.,"Minneapolis, Minnesota",city
"In 2007, where was CVPR held? Give me the exact location only.","Minneapolis, Minnesota",city
What was the location of CVPR in 2007? Give me the exact location only.,"Minneapolis, Minnesota",city
Where was the venue for CVPR in 2007? Give me the exact location only.,"Minneapolis, Minnesota",city
What was the site of CVPR in 2007? Give me the exact location only.,"Minneapolis, Minnesota",city
"In 2007, where was CVPR hosted? Give me the exact location only.","Minneapolis, Minnesota",city
Where did CVPR occur in 2007? Give me the exact location only.,"Minneapolis, Minnesota",city
What venue hosted CVPR in 2007? Give me the exact location only.,"Minneapolis, Minnesota",city
Where did CVPR convene in 2007? Give me the exact location only.,"Minneapolis, Minnesota",city
What was the location for CVPR in 2007? Give me the exact location only.,"Minneapolis, Minnesota",city
CVPR 2007 location Give me the exact location only.,"Minneapolis, Minnesota",city
What location accommodated CVPR in 2007? Give me the exact location only.,"Minneapolis, Minnesota",city
Where was the place of assembly for CVPR in 2007? Give me the exact location only.,"Minneapolis, Minnesota",city
What was the venue of CVPR in 2007? Give me the exact location only.,"Minneapolis, Minnesota",city
Give me the venue for 2007 CVPR Give me the exact location only.,"Minneapolis, Minnesota",city
Where did CVPR take place in 2006? Give me the exact location only.,"New York City, New York",city
"In 2006, where was CVPR held? Give me the exact location only.","New York City, New York",city
What was the location of CVPR in 2006? Give me the exact location only.,"New York City, New York",city
Where was the venue for CVPR in 2006? Give me the exact location only.,"New York City, New York",city
What was the site of CVPR in 2006? Give me the exact location only.,"New York City, New York",city
"In 2006, where was CVPR hosted? Give me the exact location only.","New York City, New York",city
Where did CVPR occur in 2006? Give me the exact location only.,"New York City, New York",city
What venue hosted CVPR in 2006? Give me the exact location only.,"New York City, New York",city
Where did CVPR convene in 2006? Give me the exact location only.,"New York City, New York",city
What was the location for CVPR in 2006? Give me the exact location only.,"New York City, New York",city
CVPR 2006 location Give me the exact location only.,"New York City, New York",city
What location accommodated CVPR in 2006? Give me the exact location only.,"New York City, New York",city
Where was the place of assembly for CVPR in 2006? Give me the exact location only.,"New York City, New York",city
What was the venue of CVPR in 2006? Give me the exact location only.,"New York City, New York",city
Give me the venue for 2006 CVPR Give me the exact location only.,"New York City, New York",city
Where did CVPR take place in 2005? Give me the exact location only.,"San Diego, California",city
"In 2005, where was CVPR held? Give me the exact location only.","San Diego, California",city
What was the location of CVPR in 2005? Give me the exact location only.,"San Diego, California",city
Where was the venue for CVPR in 2005? Give me the exact location only.,"San Diego, California",city
What was the site of CVPR in 2005? Give me the exact location only.,"San Diego, California",city
"In 2005, where was CVPR hosted? Give me the exact location only.","San Diego, California",city
Where did CVPR occur in 2005? Give me the exact location only.,"San Diego, California",city
What venue hosted CVPR in 2005? Give me the exact location only.,"San Diego, California",city
Where did CVPR convene in 2005? Give me the exact location only.,"San Diego, California",city
What was the location for CVPR in 2005? Give me the exact location only.,"San Diego, California",city
CVPR 2005 location Give me the exact location only.,"San Diego, California",city
